diagnostic,period,value,units,interpretation,source_table,domain,classification
NMME_z200_anomaly,Aug,55.472755432128906,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_africa,positive_height_anomaly
NMME_z200_anomaly,Aug,54.33928680419922,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Aug,57.90468215942383,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,positive_height_anomaly
NMME_z200_anomaly,Aug,57.56427764892578,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_moisture_entry,positive_height_anomaly
NMME_z200_anomaly,Aug,55.88182830810547,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_indian_ocean,positive_height_anomaly
NMME_z200_anomaly,Aug,50.394229888916016,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,arabia_red_sea,positive_height_anomaly
NMME_z200_anomaly,Aug,48.025146484375,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_africa_arabia,positive_height_anomaly
NMME_z200_anomaly,Aug,53.53395080566406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,tej_core,positive_height_anomaly
NMME_z200_anomaly,Aug,57.34156799316406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,somali_jet_box,positive_height_anomaly
NMME_z200_anomaly,Aug,58.35084533691406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,turkana_corridor,positive_height_anomaly
NMME_z200_anomaly,Sep,60.55434799194336,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia,positive_height_anomaly
NMME_z200_anomaly,Sep,60.07587432861328,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,positive_height_anomaly
NMME_z200_anomaly,Sep,58.13137435913086,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Sep,60.78740692138672,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,central_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Sep,61.03349685668945,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,west_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Sep,60.959129333496094,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Sep,58.748023986816406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,greater_horn,positive_height_anomaly
NMME_z200_anomaly,Sep,60.249393463134766,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_africa,positive_height_anomaly
NMME_z200_anomaly,Sep,59.09977722167969,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,positive_height_anomaly
NMME_z200_anomaly,Sep,62.779293060302734,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,positive_height_anomaly
NMME_z200_anomaly,Sep,62.277931213378906,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_moisture_entry,positive_height_anomaly
NMME_z200_anomaly,Sep,61.64627456665039,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_indian_ocean,positive_height_anomaly
NMME_z200_anomaly,Sep,51.58401107788086,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,arabia_red_sea,positive_height_anomaly
NMME_z200_anomaly,Sep,48.92173385620117,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_africa_arabia,positive_height_anomaly
NMME_z200_anomaly,Sep,56.849517822265625,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,tej_core,positive_height_anomaly
NMME_z200_anomaly,Sep,62.2828254699707,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,somali_jet_box,positive_height_anomaly
NMME_z200_anomaly,Sep,63.46599197387695,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,turkana_corridor,positive_height_anomaly
NMME_z200_anomaly,JJA,50.243995666503906,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJA,49.92357635498047,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,positive_height_anomaly
NMME_z200_anomaly,JJA,49.011844635009766,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJA,50.363216400146484,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,central_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJA,50.026031494140625,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,west_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJA,50.75060272216797,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJA,48.276676177978516,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,greater_horn,positive_height_anomaly
NMME_z200_anomaly,JJA,49.302772521972656,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_africa,positive_height_anomaly
NMME_z200_anomaly,JJA,48.39646530151367,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJA,51.178504943847656,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,positive_height_anomaly
NMME_z200_anomaly,JJA,50.65211486816406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_moisture_entry,positive_height_anomaly
NMME_z200_anomaly,JJA,50.356388092041016,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,western_indian_ocean,positive_height_anomaly
NMME_z200_anomaly,JJA,44.66987228393555,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,arabia_red_sea,positive_height_anomaly
NMME_z200_anomaly,JJA,40.48756408691406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_africa_arabia,positive_height_anomaly
NMME_z200_anomaly,JJA,48.230167388916016,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,tej_core,positive_height_anomaly
NMME_z200_anomaly,JJA,50.95927429199219,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,somali_jet_box,positive_height_anomaly
NMME_z200_anomaly,JJA,51.622581481933594,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,turkana_corridor,positive_height_anomaly
NMME_z200_anomaly,JJAS,52.82157897949219,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJAS,52.461647033691406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,ethiopia_highlands_broad,positive_height_anomaly
NMME_z200_anomaly,JJAS,51.29172134399414,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,north_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJAS,52.969261169433594,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,central_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJAS,52.77789306640625,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,west_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJAS,53.302734375,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJAS,50.894508361816406,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,greater_horn,positive_height_anomaly
NMME_z200_anomaly,JJAS,52.0394287109375,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,east_africa,positive_height_anomaly
NMME_z200_anomaly,JJAS,51.07230758666992,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,atlantic_congo_ethiopia,positive_height_anomaly
NMME_z200_anomaly,JJAS,54.07870101928711,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.,nmme_rainfall_z200_diagnostics,congo_moisture_corridor,positive_height_anomaly
